Theme,Topic,Country,Year,Indicator,Value
Theme 2:  Tax Base,Taxpayers,Angola,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Angola,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of trust taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Total number of actual registered taxpayers,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Total number of actual active taxpayers,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Benin,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of corporate income taxpayers:,42476
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of VAT taxpayers:,24911
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of personal income taxpayers:,66555
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of wage/salary taxpayers (employers):,43705
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of trust taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Total number of actual registered taxpayers,183575
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of active corporate income taxpayers:,38393
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of active VAT taxpayers:,17894
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of active personal income taxpayers:,59891
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of active wage taxpayers (employers):,35201
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Total number of actual active taxpayers,/
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Botswana,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of corporate income taxpayers:,988
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of VAT taxpayers:,846
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of wage/salary taxpayers (employers):,485
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of trust taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Total number of actual registered taxpayers,1577
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of active corporate income taxpayers:,988
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of active VAT taxpayers:,846
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of active wage taxpayers (employers):,485
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Total number of actual active taxpayers,1577
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of large corporate income taxpayers,485
Theme 2:  Tax Base,Taxpayers,Burundi,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of trust taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Total number of actual registered taxpayers,
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of active corporate income taxpayers:,8168
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of active VAT taxpayers:,27550
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of active personal income taxpayers:,12639
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Total number of actual active taxpayers,
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Cameroon,2010,Number of large corporate income taxpayers,526
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of trust taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Total number of actual registered taxpayers,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Total number of actual active taxpayers,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Chad,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of trust taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Total number of actual registered taxpayers,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Total number of actual active taxpayers,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Congo,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of trust taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Total number of actual registered taxpayers,
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Total number of actual active taxpayers,
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Eswatini,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of trust taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Total number of actual registered taxpayers,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Total number of actual active taxpayers,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Gabon,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of trust taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Total number of actual registered taxpayers,
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Total number of actual active taxpayers,
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of large corporate income taxpayers,261
Theme 2:  Tax Base,Taxpayers,Gambia,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of trust taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Total number of actual registered taxpayers,
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Total number of actual active taxpayers,
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Ghana,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of trust taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Total number of actual registered taxpayers,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Total number of actual active taxpayers,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Guinea-Bissau,2010,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Taxpayers,Kenya,2010,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Kenya,2010,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Kenya,2010,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Kenya,2010,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Taxpayers,Kenya,2010,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Taxpayers,Kenya,2010,Number of trust taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Kenya,2010,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Kenya,2010,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Taxpayers,Kenya,2010,Total number of actual registered taxpayers,
Theme 2:  Tax Base,Taxpayers,Kenya,2010,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Taxpayers,Kenya,2010,Number of active VAT taxpayers:,/
